speaker	word_count	a	able	actually	after	against	ah	aha	all	among	an	and	another	anybody	at	aye	be	became	been	began	bet	between	bloke	both	bringing	brought	but	charles	claimed	cor	corp	cos	da	day	decided	did	do	doo	during	each	economic	eh	eighty	england	er	erm	etcetera	everybody	fall	fig	for	forty	found	from	full	get	government	ha	had	has	have	having	held	hello	himself	hm	however	hundred	i	ibm	if	important	in	inc	including	international	into	it	just	know	large	later	latter	let_s	life	ltd	made	may	methods	mhm	minus	mm	most	mr	mum	new	nineteen	ninety	nodded	nought	oh	okay	on	ooh	out	pence	percent	political	presence	provides	put	really	reckon	say	seemed	seriously	sixty	smiled	so	social	somebody	system	take	talking	than	the	they	thing	think	thirteen	though	thus	time	tt	tv	twenty	uk	under	urgh	us	usa	wants	was	we	who	with	world	yeah	yes	you	your
S0153	8320	146	1	6	1	1	5	0	33	0	14	313	5	0	35	0	20	0	6	0	1	2	0	2	0	1	74	0	0	0	0	54	0	4	1	51	143	0	0	5	0	0	0	2	25	32	0	0	0	0	55	1	4	17	1	29	0	0	46	9	60	1	0	1	0	0	0	6	337	0	23	0	102	0	0	0	4	290	57	40	0	2	0	0	3	0	2	3	0	0	0	55	3	1	8	8	1	1	0	0	49	15	38	1	22	1	1	0	0	0	19	30	0	5	0	1	0	0	111	0	0	0	8	1	3	192	112	10	24	0	13	0	10	0	1	4	0	1	0	2	0	0	134	59	8	33	0	187	11	177	22
S0154	15629	255	1	25	4	0	35	0	50	0	13	650	5	0	50	0	73	0	15	0	2	2	0	2	0	3	132	0	0	0	0	75	0	9	0	99	181	0	0	3	0	0	0	1	22	93	0	2	3	0	49	0	2	18	1	44	0	0	69	21	119	10	0	11	1	0	0	3	672	0	36	0	138	0	0	0	8	510	144	84	0	3	0	1	1	0	9	5	0	0	0	65	3	2	22	4	1	0	0	0	139	25	114	3	43	0	0	0	0	0	32	89	0	20	0	0	0	0	146	0	1	0	7	6	4	317	209	20	37	0	23	0	10	0	1	1	0	3	2	11	2	2	347	105	30	41	0	269	16	385	40
S0155	1268	20	0	1	0	0	0	0	4	0	3	30	0	0	7	0	6	0	3	0	3	0	1	0	0	0	12	0	0	0	0	1	0	2	0	5	16	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	1	0	11	0	0	0	0	0	0	0	48	0	5	0	17	0	0	0	1	35	10	7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	12	0	4	0	0	0	0	0	1	6	0	3	0	0	0	0	14	0	0	0	1	0	2	47	12	0	2	0	0	0	0	0	1	0	0	0	0	6	0	0	20	11	2	6	0	18	2	41	4
S0156	119	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	4	0
S0157	3285	47	0	9	0	0	1	0	16	0	11	73	1	0	18	0	21	0	13	0	0	0	0	0	0	1	23	0	0	0	0	21	0	4	0	13	47	0	0	3	0	0	0	2	0	0	0	0	0	0	15	0	1	6	1	23	0	0	14	8	36	2	0	1	0	2	0	0	156	0	7	0	22	0	0	0	3	127	35	19	2	0	0	2	1	0	2	0	0	0	0	22	1	0	2	4	0	0	0	0	24	3	23	1	9	0	0	0	0	0	4	23	0	7	0	0	0	0	30	0	0	0	2	2	2	86	37	9	17	0	2	0	1	0	0	0	0	1	0	0	0	0	13	13	5	16	1	150	9	65	4
S0158	2721	58	1	5	4	0	8	0	17	0	5	69	1	0	23	0	14	0	15	0	1	2	0	1	0	0	15	0	0	0	0	7	0	5	0	8	27	0	0	0	0	5	0	0	0	0	0	0	0	0	23	0	1	8	1	12	0	0	4	5	19	1	0	1	0	0	0	0	71	0	13	0	37	0	0	0	1	60	17	11	0	2	0	1	1	0	0	1	0	0	0	3	2	0	1	0	1	0	0	0	23	4	13	2	3	0	0	0	0	0	0	2	0	2	0	0	1	0	31	0	0	0	3	5	1	126	14	5	4	1	1	0	13	0	0	0	0	1	0	3	0	1	19	44	0	7	3	34	1	94	8
S0159	496	9	0	0	0	0	1	0	2	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	2	31	0	2	0	3	0	0	0	1	18	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	0	0	1	10	5	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	5	0	0	3	0	33	0	10	0
S0160	371	3	0	0	0	1	0	0	1	0	0	18	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	23	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	15	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	2	0	9	0	3	0
S0161	3404	76	1	6	1	0	3	1	9	0	6	99	0	1	14	0	13	0	8	0	1	2	0	0	1	0	29	0	0	0	0	11	0	1	0	9	47	0	0	2	0	14	0	0	0	0	0	5	0	0	25	0	0	5	0	13	0	0	4	3	26	2	0	0	0	0	0	1	158	0	14	0	33	0	0	0	0	100	17	29	0	0	0	0	1	0	3	2	0	0	0	0	2	0	0	1	1	0	0	0	24	0	25	0	4	0	0	0	0	0	3	6	2	4	0	1	0	0	19	0	2	0	1	2	3	100	32	7	24	0	0	0	5	0	0	0	0	0	0	3	0	0	48	41	6	18	1	41	23	86	2
S0162	10233	201	2	45	3	0	18	0	34	0	32	292	6	0	38	0	63	0	18	0	4	2	0	3	0	4	124	0	0	0	0	50	0	8	0	66	107	0	0	1	0	0	0	0	30	18	0	0	0	0	79	0	2	16	0	27	0	3	43	13	85	3	1	1	2	0	0	2	605	0	26	1	117	1	1	0	11	391	78	102	0	2	0	0	1	0	9	2	0	0	0	21	2	0	2	3	0	0	0	0	55	10	62	4	20	0	0	0	0	0	12	62	3	16	0	0	1	0	101	3	2	0	7	1	3	231	121	13	70	1	19	0	15	1	3	2	0	2	0	5	0	0	178	73	14	31	4	111	5	289	18
S0163	639	8	0	0	0	0	1	0	2	0	0	4	0	0	2	0	6	0	2	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	0	2	7	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	2	0	2	0	0	1	0	4	0	0	0	0	2	0	0	18	0	0	0	3	0	0	0	0	20	3	3	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	16	1	7	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	9	4	2	1	0	1	0	0	0	0	0	0	0	1	1	0	1	5	1	0	1	0	32	0	15	1
S0164	680	15	0	0	0	0	1	0	2	0	1	14	0	0	3	0	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	2	1	5	0	0	0	0	0	0	0	16	0	4	0	10	0	0	0	0	47	7	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	6	2	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	13	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	4	0	7	0	9	2	18	1
S0165	648	8	0	1	1	0	2	0	2	0	3	21	0	0	1	0	5	0	2	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	1	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	2	0	8	0	0	0	0	0	0	0	20	0	1	0	11	0	0	0	2	20	9	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	2	11	19	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	7	2	1	4	0	9	0	17	1
S0166	827	18	0	0	1	0	0	0	3	0	0	18	0	0	3	0	0	0	9	0	0	0	0	0	1	0	3	0	0	0	0	1	0	1	0	10	8	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	4	0	0	0	0	1	0	0	40	0	1	0	5	0	0	0	0	25	5	5	0	1	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	9	0	21	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	5	0	1	0	0	1	0	26	13	0	5	4	0	0	2	0	0	0	0	0	0	0	0	0	14	0	1	3	0	35	1	12	0
S0167	56278	1141	9	92	25	5	67	0	216	0	124	1575	28	4	224	0	259	2	103	0	9	7	0	13	2	7	417	1	0	2	0	263	0	91	9	344	727	0	2	19	0	2	1	2	80	346	0	1	1	0	349	4	12	100	7	224	2	0	192	50	399	35	0	17	0	2	1	29	2691	0	220	2	626	0	0	7	45	1621	581	333	0	11	0	15	26	0	24	10	0	0	0	115	16	2	97	33	4	2	0	0	660	129	363	0	143	0	6	0	0	1	91	226	2	95	1	1	5	0	588	0	0	2	39	18	30	1269	618	71	194	1	35	0	88	0	7	17	6	7	0	40	0	11	849	323	54	241	7	985	92	1291	131
S0168	441	8	0	1	0	0	2	0	2	0	0	9	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	5	2	6	0	0	0	0	0	0	0	19	0	0	0	6	0	0	0	0	14	4	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	2	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	11	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	3	1	1	0	7	0	3	2
S0169	3261	82	0	5	2	0	7	0	14	0	6	38	2	1	16	0	16	0	12	0	0	0	2	1	0	0	16	0	0	0	0	12	0	5	0	9	44	0	0	2	0	1	0	0	0	0	0	0	1	0	38	0	1	4	0	19	1	0	8	7	23	2	0	0	0	0	0	0	129	0	15	0	35	0	0	0	2	90	26	43	0	0	0	1	1	0	1	0	0	0	0	14	0	0	2	2	0	0	0	0	15	1	25	1	11	0	0	0	0	0	7	14	0	3	0	1	0	0	26	0	0	0	1	1	1	75	24	4	7	0	3	0	6	0	0	0	0	0	0	2	0	0	24	8	2	9	0	61	2	170	15
S0170	12858	222	4	9	9	0	7	1	35	0	23	445	10	0	36	0	81	1	12	0	0	5	0	1	1	1	145	0	0	0	0	73	0	5	1	60	124	0	0	4	0	23	0	2	20	0	0	0	4	0	57	2	5	39	1	41	0	0	66	10	98	10	1	1	3	31	0	5	618	0	70	0	149	0	0	0	5	399	115	89	2	0	0	1	5	0	5	1	0	24	0	127	3	0	3	4	3	0	0	0	51	18	41	3	25	0	1	0	0	0	14	67	0	40	0	0	0	0	117	1	1	0	17	3	15	322	183	21	69	0	6	0	20	0	0	1	0	0	1	5	0	2	220	46	34	87	0	172	6	277	10
S0171	7699	149	0	25	5	1	6	0	30	0	15	202	5	0	29	0	39	0	26	0	0	2	0	0	0	0	77	0	0	0	0	44	0	5	2	29	106	0	0	0	0	46	0	0	0	0	0	0	0	0	44	1	1	10	0	22	0	0	29	10	44	1	0	0	2	0	0	0	299	0	33	0	77	0	0	0	3	273	43	56	0	1	0	1	2	0	1	0	0	0	0	28	8	0	15	4	0	1	0	0	33	4	51	4	30	0	0	0	0	0	7	22	0	7	0	1	1	0	42	0	0	1	3	2	11	223	60	11	28	2	6	0	24	0	0	7	2	3	0	5	0	0	142	81	1	29	1	114	11	139	10
S0172	6527	128	5	10	6	0	5	0	12	0	14	162	4	1	30	0	46	0	15	0	0	1	0	1	0	4	72	0	0	0	0	23	0	6	0	38	68	0	0	0	0	0	0	1	0	0	0	0	1	0	49	0	0	18	0	14	0	0	30	8	56	5	0	0	0	1	0	0	292	0	33	0	78	0	0	0	4	237	32	25	0	2	0	1	1	0	6	5	0	3	0	18	0	0	0	3	0	0	0	0	17	3	51	1	9	0	0	0	0	0	13	15	0	7	1	0	0	0	66	0	7	1	8	2	3	222	83	15	38	0	3	0	23	0	3	0	0	0	0	2	0	0	78	34	7	39	0	22	62	123	4
S0173	9373	175	0	23	6	1	2	0	25	0	12	206	5	1	35	0	37	0	16	0	0	0	0	4	0	0	93	0	0	0	0	35	0	9	1	58	95	0	2	1	0	3	0	0	0	0	0	0	0	0	56	0	2	16	3	12	0	0	37	7	80	4	0	0	1	2	0	4	357	0	49	6	85	0	0	1	8	341	82	72	0	8	0	3	3	0	15	4	0	5	0	56	1	0	6	2	1	0	0	0	63	18	52	6	17	0	0	0	0	0	9	62	0	17	1	0	0	0	104	1	4	0	7	11	7	249	92	32	59	0	12	0	17	0	3	0	0	0	0	9	0	1	172	33	15	30	2	262	25	182	30
S0174	995	21	0	2	1	0	1	0	6	0	0	11	0	0	6	0	2	0	1	0	0	0	0	0	0	0	6	0	0	0	0	2	0	1	0	6	15	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	2	0	3	0	0	5	3	8	1	0	0	0	1	0	0	49	0	0	0	8	0	0	0	0	26	3	7	0	0	0	0	0	0	1	0	0	0	0	12	0	0	1	0	0	0	0	0	11	0	9	0	3	0	0	0	0	0	0	2	0	4	0	0	0	0	3	0	0	0	2	0	2	31	13	1	6	0	0	0	3	0	0	0	0	0	0	0	0	0	9	7	0	1	0	6	29	21	0
S0175	3696	59	0	7	2	5	0	0	17	0	7	106	6	1	11	0	18	0	3	0	0	0	0	3	0	0	42	0	0	0	0	23	0	0	0	3	61	0	0	2	0	0	0	0	8	0	0	2	0	0	23	3	0	3	0	24	0	0	10	7	47	3	0	3	0	1	0	0	90	0	29	0	33	0	0	0	6	100	28	14	0	0	0	2	5	0	0	0	0	2	0	13	1	0	0	1	0	0	0	0	2	10	17	0	14	0	0	0	0	0	3	7	1	11	0	0	0	0	34	0	2	0	8	1	3	118	74	5	22	0	5	0	17	0	0	3	0	0	0	3	0	0	11	73	9	28	0	35	5	80	2
S0176	1830	46	0	1	1	0	1	0	7	0	0	43	1	0	6	0	9	0	4	0	0	0	0	0	0	0	20	0	0	0	0	10	0	1	0	27	12	0	0	0	0	0	0	0	3	15	0	0	0	0	12	0	0	0	0	7	0	0	13	2	15	0	0	0	0	0	0	1	126	0	3	0	11	0	0	0	0	65	12	21	0	1	0	0	1	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	48	0	13	0	3	0	0	0	0	0	6	4	0	9	0	0	0	0	9	0	0	0	2	1	0	35	15	5	13	0	6	0	1	0	0	2	0	0	0	2	0	1	28	12	2	4	0	61	9	42	1
S0177	2325	40	0	5	3	0	2	0	9	0	7	25	1	0	5	0	12	0	0	0	1	1	0	0	0	0	22	0	0	0	0	9	0	2	0	11	35	0	0	0	0	0	0	0	19	0	0	0	0	0	8	0	0	4	0	17	0	0	6	3	14	1	0	1	0	0	0	0	107	0	4	0	21	0	0	0	1	107	26	19	0	0	0	1	0	0	1	0	0	0	0	3	2	0	0	4	0	0	0	0	42	1	21	0	6	0	0	0	0	0	3	7	0	2	0	0	0	0	10	0	0	0	0	2	0	53	19	7	11	0	11	0	5	0	0	0	0	0	0	0	0	1	11	4	2	6	2	93	0	52	8
S0178	584	9	1	0	2	0	1	0	0	0	2	14	0	0	1	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0	2	0	0	2	1	2	0	0	0	0	1	0	0	19	0	1	1	7	0	0	0	0	13	15	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	4	0	1	0	0	0	0	0	3	4	0	0	1	0	0	0	2	0	0	0	0	0	0	15	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	2	0	0	8	1	7	0
S0179	95701	2303	20	429	43	20	122	3	179	0	240	1319	46	0	371	0	648	1	199	0	6	32	0	39	2	4	982	0	0	1	0	256	2	57	3	282	844	0	5	29	1	108	14	3	1028	418	2	1	0	0	555	25	28	149	28	319	8	5	170	106	673	45	1	7	4	15	15	30	2832	0	403	7	1121	0	2	2	88	3076	733	361	14	16	1	42	26	0	25	30	0	11	1	632	66	3	25	39	6	9	0	3	557	339	538	47	208	0	18	3	2	0	97	241	9	118	7	17	13	2	910	3	4	10	87	22	108	2364	535	137	452	2	34	0	119	2	14	24	1	14	2	79	0	14	947	942	158	288	22	1322	454	2237	191
S0180	21331	398	2	20	12	1	18	3	55	0	28	477	3	0	41	0	116	1	45	0	2	3	0	1	0	1	247	0	0	1	0	129	0	8	0	80	230	0	1	7	0	12	2	1	75	38	0	1	2	0	118	3	7	78	2	65	5	0	53	15	149	6	0	2	1	3	0	7	648	0	93	3	295	0	1	1	14	742	82	205	0	1	0	4	4	0	7	1	0	1	0	117	18	0	7	8	5	2	0	0	203	24	97	4	26	0	1	4	0	0	26	93	0	58	0	0	3	0	174	0	0	10	13	5	6	643	438	25	108	0	31	0	21	0	5	6	10	2	0	3	0	2	184	73	59	92	9	548	25	636	46
S0181	3515	95	0	15	2	0	1	0	16	0	9	77	1	0	5	0	15	0	6	0	1	2	0	0	0	0	21	0	0	0	0	4	0	3	0	5	28	0	0	0	0	1	0	1	0	0	2	0	0	0	19	0	2	7	2	15	0	0	2	0	32	0	0	0	0	0	0	3	100	0	14	0	45	0	0	0	2	106	28	19	1	0	0	1	0	0	1	1	0	0	0	5	4	0	1	1	0	0	0	0	14	9	19	0	3	0	0	0	0	0	1	15	1	2	0	1	0	0	21	0	0	1	7	5	7	121	27	9	12	0	1	0	5	0	1	0	3	0	0	3	1	1	33	16	4	11	1	24	8	110	5
S0182	2698	79	0	16	1	0	0	0	11	0	4	52	3	1	5	0	7	0	6	0	0	0	0	0	0	0	25	0	0	0	0	7	0	6	1	6	30	0	0	1	0	0	0	1	0	0	0	0	2	0	17	0	3	9	1	5	0	0	3	1	20	2	0	0	0	2	0	0	140	0	10	0	37	0	0	0	1	118	21	8	0	0	0	0	1	0	0	1	0	0	0	27	0	0	4	0	0	0	0	0	13	14	13	0	5	0	0	0	0	0	0	12	0	3	0	0	0	0	11	0	0	0	4	0	1	62	25	3	24	0	2	0	8	0	0	0	0	0	0	0	0	1	40	4	2	12	0	40	9	58	1
S0183	3339	61	1	8	4	0	1	0	22	0	4	125	2	0	9	0	24	1	4	0	0	0	0	0	0	0	34	0	0	0	0	20	0	4	0	20	31	0	0	1	0	14	0	1	0	0	0	0	0	0	18	1	1	6	1	11	0	0	13	2	20	0	0	0	2	10	0	1	152	0	5	0	41	0	0	0	1	77	17	52	0	0	0	1	1	0	3	0	0	0	0	23	0	0	1	0	1	1	0	0	11	4	13	0	7	0	0	0	0	0	2	31	0	5	2	0	0	0	26	0	0	0	4	0	2	72	74	0	27	0	1	0	6	0	3	1	1	0	0	6	0	1	66	22	3	21	0	54	1	60	4
S0184	2704	90	0	0	1	0	2	0	4	0	10	38	4	0	10	0	2	0	2	0	0	3	0	0	0	0	18	0	0	0	0	0	0	0	0	8	19	0	0	1	0	1	0	0	0	1	0	0	0	0	11	0	1	2	0	5	1	0	1	0	11	0	0	2	0	0	0	0	60	0	0	1	23	0	0	0	1	86	6	11	4	1	0	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	36	34	15	0	5	0	0	2	0	0	0	6	0	10	0	0	0	0	23	0	2	0	0	0	2	59	5	13	5	0	0	0	2	0	2	0	0	0	0	0	0	1	14	7	5	11	0	61	37	116	7
S0185	1801	37	1	0	1	0	1	0	6	0	3	42	1	0	9	0	7	0	2	0	1	0	1	3	0	0	25	0	0	0	0	9	0	0	0	17	28	0	0	0	0	0	2	0	11	8	0	0	0	0	5	0	1	4	0	14	0	1	9	2	13	0	0	0	0	0	0	3	103	0	5	0	7	0	0	0	2	54	23	7	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0	18	0	10	0	6	0	0	0	0	0	2	6	2	6	0	0	1	0	19	0	0	0	3	1	1	48	16	4	6	0	4	0	2	0	0	2	0	0	0	0	0	0	27	12	3	9	0	51	1	30	4
S0186	2113	43	0	7	0	0	6	0	9	0	6	72	1	0	14	0	7	0	2	0	0	0	0	0	0	0	18	0	0	0	0	12	0	2	0	3	39	0	0	0	0	0	0	0	14	5	0	0	0	0	12	0	0	2	0	9	0	0	3	3	22	2	0	0	0	0	0	1	108	0	12	0	15	0	0	0	3	72	36	17	0	0	0	0	0	0	1	0	0	0	0	1	0	0	10	0	0	0	0	1	12	4	13	0	3	0	0	0	0	0	8	7	0	2	0	1	1	0	20	0	0	0	0	1	1	52	9	4	14	0	1	0	6	0	0	0	0	0	0	0	0	0	18	23	3	9	0	47	5	49	8
S0187	14284	292	4	21	8	1	9	0	27	1	19	262	2	0	57	2	84	0	24	0	1	1	0	7	0	3	145	0	0	0	0	64	0	15	2	45	172	0	0	7	0	2	0	2	29	44	0	0	2	0	99	2	1	24	1	62	0	4	38	14	122	9	1	0	0	0	0	14	609	0	54	1	159	0	0	0	7	446	146	46	0	1	0	5	5	0	4	1	0	0	0	80	7	2	10	5	0	0	0	0	49	5	80	2	37	0	0	0	0	0	14	29	2	12	0	0	2	0	93	0	1	0	10	13	12	345	149	20	73	0	18	0	23	0	6	1	0	2	0	15	0	3	145	128	27	51	2	281	6	354	31
S0188	4598	90	0	2	1	0	15	0	15	0	2	53	4	0	24	2	27	0	12	0	1	0	1	0	0	2	21	0	0	0	0	13	0	5	0	21	30	0	0	0	0	0	0	0	8	5	0	0	0	0	21	1	0	10	1	15	0	3	8	6	29	4	0	0	0	0	0	0	203	0	16	0	51	0	0	0	2	136	43	24	0	0	0	1	1	0	2	0	0	0	0	6	0	5	0	0	0	0	0	0	35	2	35	4	16	0	0	0	0	0	8	13	2	2	0	0	1	0	10	0	1	0	3	0	1	120	46	5	6	2	5	0	5	0	0	1	0	1	0	2	0	1	45	31	12	14	0	96	1	140	17
S0189	17572	383	1	29	15	4	56	0	47	0	25	310	15	0	58	0	103	0	7	0	3	4	0	4	0	0	118	0	0	0	0	45	0	9	1	75	254	0	1	5	0	3	0	1	103	67	0	0	0	0	72	3	3	18	1	90	0	0	44	9	119	8	0	3	0	1	0	4	760	0	76	1	131	0	0	0	12	577	142	69	0	1	0	19	3	0	3	9	0	0	11	83	2	0	1	8	0	1	0	0	163	57	89	1	41	0	4	0	0	0	29	70	2	5	1	1	1	0	173	0	0	1	31	2	16	433	104	16	66	2	32	0	24	0	1	0	0	3	0	8	0	4	211	177	8	57	3	533	17	402	40
S0190	24268	394	6	6	10	1	8	0	119	0	31	647	12	6	87	0	97	1	47	0	1	6	0	6	1	3	193	0	0	1	0	71	0	22	2	108	372	0	0	3	0	0	3	2	111	211	0	6	0	0	113	1	1	36	2	92	0	0	99	27	277	11	0	3	3	0	0	7	893	0	110	1	206	0	0	0	21	839	178	113	2	3	0	3	6	0	8	5	0	0	5	80	1	0	16	7	0	3	0	0	180	56	171	1	74	0	4	0	0	1	58	55	1	71	0	1	1	0	305	1	12	0	35	11	27	648	205	32	116	0	11	0	40	0	1	3	0	3	0	15	0	4	203	244	12	90	2	399	83	827	87
S0191	1605	24	0	0	0	1	1	0	1	0	0	23	0	0	3	0	2	0	1	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	6	49	0	0	0	0	2	0	0	2	6	0	0	1	0	1	0	1	0	0	5	0	0	2	1	31	0	0	2	0	0	0	0	80	0	5	0	11	0	0	0	0	57	6	2	0	0	0	18	0	0	1	1	0	0	0	12	0	0	0	1	0	0	0	0	20	6	12	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	3	0	0	0	1	0	2	34	8	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	7	11	0	1	0	45	1	46	7
S0192	359322	8287	106	481	200	53	209	0	1233	0	567	7691	305	1	1285	0	1808	7	658	2	47	87	3	113	5	11	2835	0	1	3	0	608	0	250	22	1589	4831	0	5	140	0	17	26	162	707	1085	2	2	16	0	1949	101	71	601	61	1507	10	4	914	375	3106	176	1	15	31	0	22	251	14133	0	1763	18	3803	0	4	11	304	11196	2928	1871	17	61	0	111	92	0	143	123	0	0	85	821	140	5	269	159	15	9	0	3	1852	596	2072	4	1009	17	64	3	5	0	477	1476	69	533	21	23	29	0	3926	10	108	39	473	163	370	8321	3501	426	1354	21	381	1	645	0	31	185	7	44	0	482	1	50	3113	4418	206	1424	133	6359	162	10069	1074
S0193	12287	202	3	3	5	1	7	0	50	0	11	378	4	2	49	0	63	1	22	0	3	2	0	5	1	0	69	0	0	1	0	26	0	9	0	41	166	0	0	2	0	11	0	7	48	64	0	2	0	0	37	3	2	15	2	45	2	3	19	17	88	4	0	4	0	0	0	1	354	0	37	1	115	0	0	0	7	335	90	91	0	0	0	5	9	0	3	0	0	0	0	33	2	0	21	8	0	0	0	0	154	26	94	0	51	0	0	0	0	0	19	18	2	23	0	0	0	0	126	0	3	0	10	7	4	336	131	14	41	1	6	0	21	0	0	2	1	1	0	7	0	4	120	55	9	71	4	351	18	469	69
S0194	11687	187	1	24	8	0	5	0	57	0	10	359	5	0	39	0	58	1	25	0	2	5	0	3	0	0	151	0	0	0	0	27	0	16	1	39	187	0	0	1	0	0	0	0	34	38	0	0	0	0	44	0	2	16	0	30	0	0	38	8	73	9	0	2	2	0	2	1	605	0	32	0	68	0	0	0	12	307	116	187	0	3	0	2	4	0	4	1	0	0	0	32	3	0	37	3	2	0	0	0	142	24	61	0	28	0	1	0	0	0	14	52	0	23	0	0	1	0	134	1	0	0	8	2	8	177	113	20	68	1	14	0	14	0	1	0	0	0	0	6	0	1	138	100	13	59	0	241	1	432	31
S0195	5556	136	4	17	1	0	1	0	15	0	10	106	1	0	16	0	35	0	12	0	3	2	0	0	0	0	33	0	0	0	0	9	0	3	0	26	62	0	0	1	1	0	4	5	29	30	0	0	1	0	42	3	0	8	3	23	0	0	7	5	36	0	0	0	0	0	0	7	183	0	17	0	45	0	0	0	3	214	40	43	0	0	0	0	0	0	1	0	0	0	0	62	3	0	0	0	1	0	0	0	69	6	18	0	14	0	1	0	0	0	2	94	2	9	0	0	0	0	77	0	0	0	3	0	4	92	33	10	9	1	10	0	12	0	0	2	1	0	0	1	0	0	50	16	4	15	2	369	0	176	14
S0196	10760	151	2	10	4	0	1	0	25	0	7	299	3	2	45	0	75	2	28	1	5	0	0	3	1	2	139	0	0	0	0	26	0	6	0	60	212	0	2	2	0	0	1	3	104	64	0	3	0	0	59	2	0	12	0	20	0	0	16	20	98	2	0	1	0	0	1	7	528	0	34	0	59	0	0	1	15	372	90	157	0	1	0	8	11	0	4	3	0	0	0	63	1	0	15	1	2	0	0	0	56	40	37	0	30	0	7	0	0	0	9	28	0	20	0	1	1	0	64	1	0	1	5	0	9	243	86	14	83	0	9	0	32	0	0	4	0	0	0	12	0	1	67	84	17	56	1	204	13	536	52
